Time,T1,T2,Q1,Q2
0,20.6272,20.6272,50,0
3.0,20.949499999999997,20.949499999999997,50,0
4.0,20.949499999999997,20.949499999999997,50,0
5.0,20.949499999999997,20.949499999999997,50,0
6.1,20.949499999999997,20.949499999999997,50,0
7.0,21.2718,20.949499999999997,50,0
8.1,21.2718,20.6272,50,0
9.1,21.2718,20.949499999999997,50,0
10.0,21.2718,20.949499999999997,50,0
11.2,21.2718,20.949499999999997,50,0
12.2,21.594099999999997,20.949499999999997,50,0
13.2,21.594099999999997,20.949499999999997,50,0
14.1,21.594099999999997,20.949499999999997,50,0
15.2,21.9164,20.949499999999997,50,0
16.2,21.9164,20.949499999999997,50,0
17.2,22.238699999999998,20.949499999999997,50,0
18.2,22.238699999999998,20.949499999999997,50,0
19.2,22.238699999999998,20.949499999999997,50,0
20.1,22.561,20.949499999999997,50,0
24.0,22.8833,20.949499999999997,50,0
25.0,23.205599999999997,20.949499999999997,50,0
26.0,23.205599999999997,20.949499999999997,50,0
27.0,23.5279,20.949499999999997,50,0
28.0,23.5279,20.949499999999997,50,0
29.0,23.850199999999997,20.949499999999997,50,0
30.2,24.1725,20.949499999999997,50,0
31.0,24.1725,20.949499999999997,50,0
32.1,24.1725,20.949499999999997,50,0
33.1,24.494799999999998,20.949499999999997,50,0
34.1,24.494799999999998,21.2718,50,0
35.2,24.817099999999996,21.2718,50,0
40.0,25.461699999999997,21.2718,50,0
41.0,25.784,21.2718,50,0
42.1,25.784,21.2718,50,0
43.1,26.106299999999997,21.2718,50,0
44.2,26.106299999999997,21.2718,50,0
45.0,26.4286,21.2718,50,0
46.2,26.4286,21.2718,50,0
47.2,26.750899999999998,21.2718,50,0
52.1,27.3955,21.594099999999997,50,0
53.1,27.3955,21.594099999999997,50,0
54.1,27.717799999999997,21.594099999999997,50,0
55.1,28.0401,21.594099999999997,50,0
56.1,28.0401,21.9164,50,0
57.2,28.0401,21.594099999999997,50,0
58.0,28.362399999999997,21.9164,50,0
59.1,28.362399999999997,21.9164,50,0
64.1,29.329299999999996,21.9164,50,0
65.1,29.329299999999996,21.9164,50,0
66.0,29.6516,21.9164,50,0
67.1,29.6516,21.9164,50,0
68.1,29.973899999999997,21.9164,50,0
69.1,29.973899999999997,21.9164,50,0
70.2,30.2962,21.9164,50,0
73.0,30.618499999999997,21.9164,50,0
74.1,30.618499999999997,22.238699999999998,50,0
75.1,30.940799999999996,22.238699999999998,50,0
76.1,30.940799999999996,22.238699999999998,50,0
77.1,31.263099999999998,22.238699999999998,50,0
78.1,31.263099999999998,22.238699999999998,50,0
79.1,31.263099999999998,22.238699999999998,50,0
80.2,31.585399999999996,22.238699999999998,50,0
81.0,31.9077,22.238699999999998,50,0
82.2,31.9077,22.238699999999998,50,0
83.1,31.9077,22.238699999999998,50,0
84.0,31.9077,22.238699999999998,50,0
88.0,32.552299999999995,22.561,50,0
89.1,32.552299999999995,22.238699999999998,50,0
90.1,32.8746,22.561,50,0
91.1,32.8746,22.561,50,0
92.0,33.1969,22.561,50,0
93.0,33.1969,22.561,50,0
94.0,33.5192,22.561,50,0
95.0,33.5192,22.561,50,0
96.1,33.5192,22.561,50,0
100.0,34.163799999999995,22.561,50,0
101.1,34.163799999999995,22.561,50,0
102.0,34.4861,22.8833,50,0
103.1,34.4861,22.8833,50,0
104.0,34.4861,22.561,50,0
105.0,34.8084,22.8833,50,0
106.2,34.8084,22.8833,50,0
107.0,34.8084,22.8833,50,0
108.1,35.1307,22.8833,50,0
109.2,35.1307,22.8833,50,0
114.1,35.452999999999996,22.8833,50,0
115.0,35.775299999999994,22.8833,50,0
116.1,35.775299999999994,22.8833,50,0
117.1,36.0976,22.8833,50,0
118.1,36.0976,22.8833,50,0
119.1,36.0976,23.205599999999997,50,0
120.1,36.0976,23.205599999999997,50,0
123.1,36.7422,23.205599999999997,50,0
124.0,36.7422,23.205599999999997,50,0
125.0,36.7422,23.205599999999997,50,0
126.1,36.7422,23.205599999999997,50,0
127.1,37.064499999999995,23.205599999999997,50,0
128.0,37.064499999999995,23.205599999999997,50,0
129.2,37.064499999999995,23.205599999999997,50,0
130.2,37.386799999999994,23.205599999999997,50,0
131.0,37.386799999999994,23.205599999999997,50,0
132.1,37.386799999999994,23.205599999999997,50,0
133.2,37.7091,23.205599999999997,50,0
134.1,37.7091,23.5279,50,0
138.0,38.0314,23.5279,50,0
139.1,38.0314,23.5279,50,0
140.1,38.353699999999996,23.5279,50,0
141.1,38.353699999999996,23.5279,50,0
142.0,38.353699999999996,23.5279,50,0
143.1,38.675999999999995,23.5279,50,0
144.1,38.675999999999995,23.5279,50,0
145.2,38.675999999999995,23.5279,50,0
146.1,38.675999999999995,23.5279,50,0
151.0,39.3206,23.5279,50,0
152.1,39.3206,23.5279,50,0
153.0,39.3206,23.5279,50,0
154.0,39.3206,23.5279,50,0
155.1,39.3206,23.5279,50,0
156.1,39.6429,23.850199999999997,50,0
157.1,39.6429,23.5279,50,0
158.1,39.6429,23.850199999999997,50,0
162.0,39.965199999999996,23.850199999999997,50,0
163.0,39.965199999999996,23.850199999999997,50,0
164.1,40.287499999999994,23.850199999999997,50,0
165.1,40.287499999999994,23.850199999999997,50,0
166.1,40.287499999999994,23.850199999999997,50,0
167.2,40.6098,23.850199999999997,50,0
168.1,40.6098,23.850199999999997,50,0
169.2,40.6098,23.850199999999997,50,0
170.0,40.6098,23.850199999999997,50,0
171.1,40.6098,23.850199999999997,50,0
175.0,40.9321,23.850199999999997,50,0
176.1,40.9321,23.850199999999997,50,0
177.0,41.2544,24.1725,50,0
178.0,41.2544,23.850199999999997,50,0
179.2,41.2544,24.1725,50,0
180.1,41.2544,24.1725,50,0
181.2,41.576699999999995,24.1725,50,0
182.2,41.576699999999995,24.1725,50,0
183.1,41.576699999999995,24.1725,50,0
184.0,41.576699999999995,24.1725,50,0
188.1,41.898999999999994,24.1725,50,0
189.0,41.898999999999994,24.1725,50,0
190.1,41.898999999999994,24.1725,50,0
191.0,42.2213,24.1725,50,0
192.0,41.898999999999994,24.1725,50,0
193.1,42.2213,24.1725,50,0
194.1,42.2213,24.1725,50,0
195.1,42.2213,24.1725,50,0
196.0,42.5436,24.1725,50,0
197.2,42.5436,24.1725,50,0
198.2,42.5436,24.1725,50,0
202.0,42.865899999999996,24.494799999999998,50,0
203.1,42.865899999999996,24.494799999999998,50,0
204.1,42.865899999999996,24.494799999999998,50,0
205.0,42.865899999999996,24.494799999999998,50,0
206.0,42.865899999999996,24.494799999999998,50,0
207.0,43.188199999999995,24.1725,50,0
208.3,43.188199999999995,24.494799999999998,50,0
209.2,43.188199999999995,24.494799999999998,50,0
210.2,43.188199999999995,24.494799999999998,50,0
211.2,43.188199999999995,24.494799999999998,50,0
212.2,43.188199999999995,24.494799999999998,50,0
213.1,43.188199999999995,24.494799999999998,50,0
214.0,43.51049999999999,24.494799999999998,50,0
219.0,43.8328,24.494799999999998,50,0
220.1,43.51049999999999,24.494799999999998,50,0
221.0,43.8328,24.494799999999998,50,0
222.1,43.8328,24.494799999999998,50,0
223.0,43.8328,24.494799999999998,50,0
224.1,43.8328,24.494799999999998,50,0
225.2,43.8328,24.494799999999998,50,0
226.1,43.8328,24.494799999999998,50,0
227.1,44.1551,24.494799999999998,50,0
231.0,44.1551,24.494799999999998,50,0
