Time,T1,T2,Q1,Q2
0.0,20.914756296792273,20.780754020146663,0,0
0.0,21.141565314484506,20.94881595822753,40,0
1.0,21.21039694228873,21.22606830982194,40,0
2.0,20.76825826158591,20.843211417230794,40,0
3.0,21.01850407484201,21.077211931113464,40,0
4.0,20.940109286909774,20.903187162844155,40,0
5.0,21.100753601349044,20.858928060340812,40,0
6.0,21.0309830326371,20.94567136048448,40,0
7.0,21.38525478528019,20.985315848848803,40,0
8.0,21.445770271059928,20.88885853995128,40,0
9.0,21.17099151785692,21.071761731472996,40,0
10.0,21.347587290579813,20.964737695270816,40,0
11.0,21.61866587351768,21.316014113773395,40,0
12.0,21.442369235423936,20.896575760851576,40,0
13.0,21.344805621975535,20.973309148034485,40,0
14.0,21.65687001050188,21.14642620268413,40,0
15.0,21.71062735148414,20.958856358720986,40,0
16.0,21.880057506717574,20.978287533889336,40,0
17.0,21.788010325813115,21.076809359351845,40,0
18.0,22.061209234951832,20.952118881280036,40,0
19.0,22.67022654664824,21.178494194534537,40,0
20.0,22.011643207041125,21.070501265156867,40,0
